customer_id,customer_age,customer_gender,product_id,product_item ,product_category,purchase_id,purchase_amount,customer_location,product_size,product_colour,product_season,product_rating,customer_subscription,purchase_shipping type,purchase_discount,purchase_promocode,customer_purchase count,purchase_payment type,customer_purchase frequency,purchase_date
3289,67,Female,3289,Handbag,Accessories,"4,145",$61.00,South Carolina,XL,White,Spring,4.9,No,Next Day Air,No,No,19,Credit Card,Bi-Weekly,2025-04-15
3290,31,Female,3290,Backpack,Accessories,"4,147",$50.00,Montana,M,Maroon,Summer,4,No,2-Day Shipping,No,No,16,Venmo,Every 3 Months,2025-06-01
3291,52,Female,3291,Coat,Outerwear,"4,148",$82.00,North Dakota,L,Black,Spring,3.1,No,Free Shipping,No,No,2,PayPal,Monthly,2025-05-03
3292,29,Female,3292,Belt,Accessories,"4,149",$51.00,New Mexico,L,Olive,Fall,2.6,No,2-Day Shipping,No,No,11,Cash,Monthly,2025-11-15
3293,62,Female,3293,Handbag,Accessories,"4,150",$23.00,Missouri,L,Gray,Spring,4.9,No,Standard,No,No,18,Bank Transfer,Fortnightly,2025-04-11
3294,19,Female,3294,Coat,Outerwear,"4,151",$91.00,West Virginia,M,Gold,Spring,3.5,No,2-Day Shipping,No,No,47,Credit Card,Fortnightly,2025-03-16
3295,62,Female,3295,Sweater,Clothing,"4,153",$60.00,South Carolina,S,Magenta,Spring,4.5,No,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly,2025-03-08
3296,70,Female,3296,Blouse,Clothing,"4,154",$34.00,West Virginia,S,Lavender,Summer,2.8,No,Next Day Air,No,No,15,Cash,Weekly,2025-06-18
3297,20,Female,3297,Blouse,Clothing,"4,155",$23.00,Alaska,M,Green,Spring,4.2,No,Next Day Air,No,No,47,Venmo,Quarterly,2025-03-13
3298,67,Female,3298,Belt,Accessories,"4,156",$82.00,West Virginia,M,Violet,Fall,4.1,No,Free Shipping,No,No,47,PayPal,Monthly,2025-11-08
3299,65,Female,3299,Jacket,Outerwear,"4,157",$73.00,New Mexico,M,Brown,Fall,3.5,No,Express,No,No,6,Bank Transfer,Every 3 Months,2025-11-14
3300,45,Female,3300,Shorts,Clothing,"4,159",$32.00,South Dakota,L,Teal,Spring,4,No,2-Day Shipping,No,No,18,Venmo,Monthly,2025-05-03
3301,26,Female,3301,Hat,Accessories,"4,160",$80.00,Oklahoma,M,Charcoal,Spring,4,No,Express,No,No,40,Bank Transfer,Bi-Weekly,2025-03-25
3302,36,Female,3302,Pants,Clothing,"4,161",$58.00,Oklahoma,XL,Charcoal,Summer,2.5,No,Free Shipping,No,No,31,Credit Card,Fortnightly,2025-07-15
3303,36,Female,3303,Blouse,Clothing,"4,162",$82.00,Alabama,XL,Beige,Winter,4.2,No,Standard,No,No,31,Venmo,Bi-Weekly,2025-01-03
3304,20,Female,3304,Belt,Accessories,"4,163",$60.00,Mississippi,S,Turquoise,Summer,3.4,No,Next Day Air,No,No,4,Credit Card,Fortnightly,2025-06-04
3305,30,Female,3305,Handbag,Accessories,"4,165",$79.00,Mississippi,XL,Orange,Fall,4.8,No,Next Day Air,No,No,36,Bank Transfer,Every 3 Months,2025-09-18
3306,34,Female,3306,Hoodie,Clothing,"4,166",$41.00,Nebraska,L,Cyan,Summer,4.9,No,Standard,No,No,31,PayPal,Bi-Weekly,2025-07-08
3307,63,Female,3307,Jacket,Outerwear,"4,167",$39.00,Colorado,L,Orange,Summer,3.6,No,Store Pickup,No,No,6,Venmo,Fortnightly,2025-06-06
3308,18,Female,3308,Scarf,Accessories,"4,168",$36.00,Pennsylvania,S,Green,Winter,4,No,Store Pickup,No,No,1,Cash,Monthly,2025-02-15
3309,55,Female,3309,Jeans,Clothing,"4,169",$70.00,Utah,M,Pink,Fall,2.6,No,Express,No,No,29,Cash,Monthly,2025-10-10
3310,48,Female,3310,Handbag,Accessories,"4,171",$47.00,Massachusetts,M,Blue,Summer,3.1,No,Store Pickup,No,No,19,PayPal,Monthly,2025-06-06
3311,45,Female,3311,Jacket,Outerwear,"4,172",$27.00,Iowa,M,Pink,Winter,3.6,No,Free Shipping,No,No,12,PayPal,Fortnightly,2025-02-14
3312,29,Female,3312,Hat,Accessories,"4,173",$52.00,Florida,L,Blue,Summer,4,No,Express,No,No,18,Bank Transfer,Annually,2025-06-20
3313,55,Female,3313,Sneakers,Footwear,"4,174",$75.00,Louisiana,L,Black,Summer,3.9,No,Next Day Air,No,No,45,Cash,Quarterly,2025-07-16
3314,55,Female,3314,Hat,Accessories,"4,175",$30.00,Kansas,XL,Black,Fall,3.9,No,Express,No,No,45,Credit Card,Monthly,2025-10-08
3315,55,Female,3315,Socks,Clothing,"4,177",$94.00,Kansas,M,Violet,Spring,3.3,No,Standard,No,No,8,Credit Card,Quarterly,2025-03-18
3316,48,Female,3316,Scarf,Accessories,"4,178",$68.00,Kentucky,S,Gold,Summer,2.9,No,Standard,No,No,4,PayPal,Every 3 Months,2025-07-25
3317,42,Female,3317,Socks,Clothing,"4,179",$45.00,New Mexico,M,Olive,Summer,3.1,No,Free Shipping,No,No,5,Debit Card,Fortnightly,2025-07-21
3318,21,Female,3318,Hat,Accessories,"4,180",$67.00,North Carolina,XL,Pink,Summer,4.7,No,Standard,No,No,30,Cash,Quarterly,2025-07-15
3319,45,Female,3319,Jacket,Outerwear,"4,181",$46.00,North Dakota,M,Olive,Summer,3.9,No,Free Shipping,No,No,15,PayPal,Monthly,2025-08-06
3320,23,Female,3320,Shorts,Clothing,"4,183",$31.00,North Dakota,M,Indigo,Summer,4.3,No,Next Day Air,No,No,17,Credit Card,Every 3 Months,2025-06-16
3321,66,Female,3321,Blouse,Clothing,"4,184",$44.00,Illinois,XL,Silver,Fall,4.2,No,2-Day Shipping,No,No,45,Cash,Every 3 Months,2025-11-12
3322,32,Female,3322,Coat,Outerwear,"4,185",$100.00,Maine,S,Charcoal,Winter,4.3,No,Next Day Air,No,No,3,Venmo,Annually,2025-12-23
3323,52,Female,3323,Sweater,Clothing,"4,186",$92.00,Indiana,XL,Orange,Winter,4.6,No,Next Day Air,No,No,43,PayPal,Weekly,2025-02-25
3324,54,Female,3324,Handbag,Accessories,"4,187",$78.00,North Dakota,M,Yellow,Winter,3.8,No,Free Shipping,No,No,4,Credit Card,Monthly,2025-02-25
3325,37,Female,3325,T-shirt,Clothing,"4,189",$32.00,Missouri,S,Red,Fall,3.3,No,Standard,No,No,41,Venmo,Weekly,2025-10-03
3326,29,Female,3326,Sandals,Footwear,"4,190",$97.00,Alaska,M,Maroon,Fall,3.7,No,2-Day Shipping,No,No,16,Venmo,Monthly,2025-11-02
3327,47,Female,3327,Gloves,Accessories,"4,191",$95.00,North Dakota,M,Magenta,Summer,4.3,No,Standard,No,No,10,Debit Card,Annually,2025-06-06
3328,47,Female,3328,Shorts,Clothing,"4,192",$64.00,Connecticut,M,Black,Spring,4.1,No,Express,No,No,2,Debit Card,Quarterly,2025-04-12
3329,42,Female,3329,Sandals,Footwear,"4,193",$35.00,Wisconsin,M,Violet,Spring,3.2,No,Free Shipping,No,No,11,Cash,Bi-Weekly,2025-04-06
3330,34,Female,3330,Backpack,Accessories,"4,195",$54.00,New Jersey,M,Gray,Winter,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly,2025-01-15
3331,38,Female,3331,Sneakers,Footwear,"4,196",$96.00,Missouri,M,Black,Spring,3.2,No,2-Day Shipping,No,No,41,Bank Transfer,Quarterly,2025-03-07
3332,55,Female,3332,Sunglasses,Accessories,"4,197",$58.00,California,M,Pink,Summer,3.5,No,Free Shipping,No,No,39,PayPal,Quarterly,2025-07-22
3333,27,Female,3333,T-shirt,Clothing,"4,198",$23.00,Washington,M,Silver,Summer,3.1,No,2-Day Shipping,No,No,1,PayPal,Bi-Weekly,2025-08-27
3334,55,Female,3334,Jeans,Clothing,"4,199",$35.00,Minnesota,M,Violet,Spring,4.2,No,Express,No,No,3,PayPal,Monthly,2025-03-02
3335,66,Female,3335,Shirt,Clothing,"4,201",$23.00,California,M,Beige,Summer,3.4,No,Free Shipping,No,No,21,Credit Card,Annually,2025-07-17
3336,44,Female,3336,Hat,Accessories,"4,202",$94.00,Texas,XL,Cyan,Winter,3.5,No,Express,No,No,48,Bank Transfer,Quarterly,2025-01-18
3337,39,Female,3337,Blouse,Clothing,"4,203",$45.00,Montana,M,Brown,Fall,4,No,Free Shipping,No,No,24,Debit Card,Annually,2025-10-20
3338,23,Female,3338,Jacket,Outerwear,"4,204",$23.00,Arizona,L,Blue,Winter,4.4,No,2-Day Shipping,No,No,45,Bank Transfer,Bi-Weekly,2025-02-27
3339,29,Female,3339,Skirt,Clothing,"4,205",$94.00,Minnesota,L,White,Winter,2.9,No,2-Day Shipping,No,No,46,Credit Card,Monthly,2025-01-23
3340,20,Female,3340,Gloves,Accessories,"4,207",$99.00,Nebraska,M,Cyan,Fall,3.6,No,Store Pickup,No,No,35,Cash,Fortnightly,2025-09-14
3341,42,Female,3341,T-shirt,Clothing,"4,208",$36.00,Virginia,XL,Maroon,Fall,4.4,No,Free Shipping,No,No,47,Credit Card,Fortnightly,2025-11-23
3342,55,Female,3342,Jacket,Outerwear,"4,209",$50.00,Connecticut,XL,Olive,Summer,4.5,No,Standard,No,No,35,Credit Card,Monthly,2025-08-11
3343,66,Female,3343,Jacket,Outerwear,"4,210",$81.00,New Jersey,M,Violet,Spring,3.8,No,Free Shipping,No,No,45,Credit Card,Weekly,2025-04-01
3344,24,Female,3344,Shorts,Clothing,"4,211",$31.00,Kentucky,XL,Green,Winter,3.6,No,2-Day Shipping,No,No,6,Cash,Bi-Weekly,2025-01-02
3345,62,Female,3345,Hat,Accessories,"4,213",$48.00,Washington,XL,Magenta,Fall,4.3,No,Free Shipping,No,No,20,Cash,Annually,2025-11-25
3346,28,Female,3346,Handbag,Accessories,"4,214",$91.00,Florida,M,Turquoise,Summer,4,No,2-Day Shipping,No,No,3,Venmo,Bi-Weekly,2025-07-24
3347,30,Female,3347,Jeans,Clothing,"4,215",$99.00,Oklahoma,M,Black,Summer,3.4,No,Express,No,No,30,Venmo,Quarterly,2025-06-07
3348,22,Female,3348,Shoes,Footwear,"4,216",$70.00,Iowa,XL,Cyan,Summer,4.4,No,Standard,No,No,28,PayPal,Bi-Weekly,2025-07-15
3349,28,Female,3349,T-shirt,Clothing,"4,217",$74.00,New Hampshire,L,Gray,Winter,2.8,No,Standard,No,No,15,Cash,Every 3 Months,2025-12-09
3350,35,Female,3350,Jewelry,Accessories,"4,219",$79.00,Georgia,M,Red,Fall,2.8,No,Store Pickup,No,No,29,PayPal,Quarterly,2025-11-28
3351,45,Female,3351,Handbag,Accessories,"4,220",$33.00,Mississippi,S,Olive,Fall,4.9,No,2-Day Shipping,No,No,15,Cash,Bi-Weekly,2025-11-07
3352,43,Female,3352,Shirt,Clothing,"4,221",$49.00,New Hampshire,L,Cyan,Spring,4.2,No,2-Day Shipping,No,No,18,Bank Transfer,Fortnightly,2025-05-07
3353,55,Female,3353,Belt,Accessories,"4,222",$96.00,Washington,M,Teal,Summer,2.9,No,Next Day Air,No,No,7,Bank Transfer,Bi-Weekly,2025-07-01
3354,31,Female,3354,Dress,Clothing,"4,223",$66.00,Ohio,L,Teal,Fall,4.6,No,Free Shipping,No,No,19,Credit Card,Every 3 Months,2025-09-17
3355,42,Female,3355,Skirt,Clothing,"4,225",$45.00,Maryland,M,Orange,Fall,2.8,No,Next Day Air,No,No,15,PayPal,Weekly,2025-10-21
3356,40,Female,3356,Blouse,Clothing,"4,226",$28.00,Delaware,M,Peach,Spring,2.6,No,Store Pickup,No,No,3,Bank Transfer,Bi-Weekly,2025-04-09
3357,39,Female,3357,Jeans,Clothing,"4,227",$48.00,Tennessee,M,Silver,Summer,3.5,No,Store Pickup,No,No,13,PayPal,Bi-Weekly,2025-07-07
3358,41,Female,3358,Hoodie,Clothing,"4,228",$67.00,Arkansas,M,Pink,Winter,3.5,No,Free Shipping,No,No,37,Credit Card,Monthly,2025-12-11
3359,56,Female,3359,T-shirt,Clothing,"4,229",$59.00,Tennessee,M,Magenta,Fall,3.4,No,2-Day Shipping,No,No,26,Cash,Annually,2025-11-25
3360,43,Female,3360,Sunglasses,Accessories,"4,231",$74.00,New Hampshire,L,Red,Fall,3.9,No,Next Day Air,No,No,29,Debit Card,Monthly,2025-09-09
3361,22,Female,3361,Jacket,Outerwear,"4,232",$81.00,Minnesota,M,Maroon,Spring,3.3,No,2-Day Shipping,No,No,47,Cash,Every 3 Months,2025-03-06
3362,47,Female,3362,Shoes,Footwear,"4,233",$26.00,Florida,M,Silver,Spring,4.1,No,Free Shipping,No,No,47,Credit Card,Bi-Weekly,2025-05-19
3363,50,Female,3363,Handbag,Accessories,"4,234",$61.00,Tennessee,M,Gray,Summer,3,No,Next Day Air,No,No,48,Venmo,Fortnightly,2025-06-26
3364,58,Female,3364,Sweater,Clothing,"4,235",$23.00,California,M,Turquoise,Winter,3,No,Next Day Air,No,No,46,Bank Transfer,Bi-Weekly,2025-02-11
3365,50,Female,3365,Scarf,Accessories,"4,237",$33.00,Oregon,M,Peach,Fall,3.2,No,Standard,No,No,7,Credit Card,Monthly,2025-09-09
3366,43,Female,3366,Skirt,Clothing,"4,238",$58.00,Tennessee,L,Teal,Fall,3.9,No,Express,No,No,45,Credit Card,Every 3 Months,2025-09-24
3367,38,Female,3367,Gloves,Accessories,"4,239",$65.00,North Carolina,M,Red,Spring,3.6,No,2-Day Shipping,No,No,47,Debit Card,Quarterly,2025-05-02
3368,44,Female,3368,T-shirt,Clothing,"4,240",$48.00,Tennessee,M,Blue,Summer,3.1,No,Store Pickup,No,No,6,Venmo,Fortnightly,2025-08-15
3369,30,Female,3369,Sandals,Footwear,"4,241",$25.00,Nebraska,M,Blue,Spring,4.8,No,Express,No,No,29,Bank Transfer,Every 3 Months,2025-03-15
3370,47,Female,3370,Sweater,Clothing,"4,243",$51.00,Maine,M,Indigo,Winter,3.8,No,2-Day Shipping,No,No,42,Cash,Monthly,2025-12-11
3371,30,Female,3371,Belt,Accessories,"4,244",$31.00,Illinois,M,Charcoal,Summer,2.8,No,Store Pickup,No,No,46,Cash,Fortnightly,2025-07-04
3372,49,Female,3372,Hoodie,Clothing,"4,245",$99.00,Colorado,S,Turquoise,Winter,4,No,Next Day Air,No,No,28,PayPal,Annually,2025-12-25
3373,56,Female,3373,Socks,Clothing,"4,246",$25.00,Pennsylvania,M,Maroon,Winter,4.6,No,Free Shipping,No,No,14,Credit Card,Every 3 Months,2025-12-06
3374,70,Female,3374,Sandals,Footwear,"4,247",$52.00,Minnesota,M,Purple,Spring,3.5,No,Store Pickup,No,No,12,Debit Card,Every 3 Months,2025-04-22
3375,22,Female,3375,Blouse,Clothing,"4,249",$47.00,Nevada,S,Lavender,Spring,3.7,No,2-Day Shipping,No,No,41,Debit Card,Annually,2025-05-09
3376,51,Female,3376,Boots,Footwear,"4,250",$98.00,Connecticut,XL,Yellow,Fall,4.9,No,Express,No,No,8,Credit Card,Annually,2025-11-14
3377,22,Female,3377,Hat,Accessories,"4,251",$46.00,Ohio,M,Green,Winter,4.1,No,Store Pickup,No,No,24,Cash,Quarterly,2025-12-18
3378,37,Female,3378,Shirt,Clothing,"4,252",$32.00,Kentucky,M,Yellow,Winter,4.6,No,Next Day Air,No,No,18,PayPal,Fortnightly,2025-01-18
3379,49,Female,3379,Shorts,Clothing,"4,253",$75.00,Minnesota,L,Gold,Fall,4.5,No,Next Day Air,No,No,6,Cash,Quarterly,2025-10-05
3380,61,Female,3380,Handbag,Accessories,"4,255",$51.00,Tennessee,L,Turquoise,Summer,5,No,Store Pickup,No,No,40,Cash,Weekly,2025-07-12
3381,41,Female,3381,Dress,Clothing,"4,256",$52.00,North Dakota,L,Blue,Summer,3.8,No,Standard,No,No,6,PayPal,Every 3 Months,2025-08-18
3382,57,Female,3382,Hat,Accessories,"4,257",$66.00,Minnesota,L,Turquoise,Winter,4.7,No,Standard,No,No,27,Credit Card,Quarterly,2025-12-09
3383,34,Female,3383,Sweater,Clothing,"4,258",$35.00,Nebraska,M,Maroon,Spring,2.8,No,Express,No,No,2,Bank Transfer,Weekly,2025-04-09
3384,27,Female,3384,Coat,Outerwear,"4,259",$43.00,Delaware,M,Pink,Fall,2.6,No,Next Day Air,No,No,39,Venmo,Bi-Weekly,2025-11-17
3385,39,Female,3385,Hoodie,Clothing,"4,261",$24.00,Minnesota,L,Maroon,Summer,3.8,No,Free Shipping,No,No,9,Venmo,Quarterly,2025-06-20
3386,62,Female,3386,Jewelry,Accessories,"4,262",$83.00,Rhode Island,M,Olive,Winter,2.8,No,Standard,No,No,16,Credit Card,Every 3 Months,2025-01-19
3387,34,Female,3387,T-shirt,Clothing,"4,263",$62.00,Michigan,M,Lavender,Fall,2.6,No,2-Day Shipping,No,No,36,Cash,Quarterly,2025-09-01
3388,53,Female,3388,Pants,Clothing,"4,264",$78.00,New Jersey,S,Pink,Spring,3.4,No,2-Day Shipping,No,No,2,Credit Card,Bi-Weekly,2025-03-22
3389,35,Female,3389,Sweater,Clothing,"4,265",$61.00,South Dakota,M,Cyan,Spring,4.5,No,Store Pickup,No,No,21,Credit Card,Weekly,2025-04-10
3390,38,Female,3390,Pants,Clothing,"4,267",$57.00,North Carolina,L,Maroon,Fall,3.8,No,Free Shipping,No,No,39,Venmo,Annually,2025-11-15
3391,32,Female,3391,Socks,Clothing,"4,268",$70.00,Oregon,S,Red,Summer,3,No,Next Day Air,No,No,38,PayPal,Annually,2025-08-13
3392,47,Female,3392,Hoodie,Clothing,"4,269",$57.00,Montana,M,Silver,Fall,3.7,No,2-Day Shipping,No,No,6,Debit Card,Every 3 Months,2025-10-05
3393,53,Female,3393,Scarf,Accessories,"4,270",$74.00,New Jersey,XL,Blue,Winter,4.4,No,Free Shipping,No,No,6,Venmo,Bi-Weekly,2025-01-03
3394,60,Female,3394,Dress,Clothing,"4,271",$90.00,Arizona,M,Gold,Fall,3.1,No,Next Day Air,No,No,50,Debit Card,Monthly,2025-11-09
3395,31,Female,3395,Sandals,Footwear,"4,273",$98.00,Vermont,S,Yellow,Spring,4.2,No,Store Pickup,No,No,9,PayPal,Annually,2025-03-27
3396,44,Female,3396,Dress,Clothing,"4,274",$43.00,Colorado,M,Silver,Winter,3.1,No,Free Shipping,No,No,15,Debit Card,Every 3 Months,2025-01-18
3397,29,Female,3397,Pants,Clothing,"4,275",$37.00,Tennessee,XL,Black,Winter,5,No,Next Day Air,No,No,5,PayPal,Quarterly,2025-12-07
3398,19,Female,3398,Blouse,Clothing,"4,276",$38.00,New Jersey,L,Yellow,Summer,2.7,No,Standard,No,No,13,Bank Transfer,Bi-Weekly,2025-08-27
3399,54,Female,3399,Jeans,Clothing,"4,277",$60.00,Montana,L,Pink,Winter,3.8,No,Standard,No,No,44,Cash,Fortnightly,2025-01-16
3400,40,Female,3400,Pants,Clothing,"4,279",$55.00,Montana,XL,Yellow,Winter,3.3,No,Standard,No,No,36,Debit Card,Annually,2025-12-16
3401,39,Female,3401,Sunglasses,Accessories,"4,280",$51.00,Nevada,M,Lavender,Fall,4.8,No,Free Shipping,No,No,18,Venmo,Fortnightly,2025-10-27
3402,44,Female,3402,Backpack,Accessories,"4,281",$71.00,Nevada,L,Peach,Winter,3.4,No,Standard,No,No,39,Credit Card,Weekly,2025-01-09
3403,22,Female,3403,Hoodie,Clothing,"4,282",$61.00,Louisiana,M,Black,Spring,4.4,No,2-Day Shipping,No,No,11,PayPal,Every 3 Months,2025-05-22
3404,30,Female,3404,Boots,Footwear,"4,283",$65.00,Illinois,M,Olive,Summer,3.9,No,Standard,No,No,1,Cash,Bi-Weekly,2025-08-05
3405,69,Female,3405,Gloves,Accessories,"4,285",$34.00,South Carolina,L,Olive,Fall,3.9,No,2-Day Shipping,No,No,34,Credit Card,Annually,2025-10-05
3406,28,Female,3406,Blouse,Clothing,"4,286",$87.00,Washington,M,White,Summer,4.2,No,Store Pickup,No,No,47,Bank Transfer,Bi-Weekly,2025-07-27
3407,57,Female,3407,Sweater,Clothing,"4,287",$79.00,Nebraska,M,Red,Spring,4,No,Store Pickup,No,No,24,Venmo,Quarterly,2025-05-04
3408,46,Female,3408,Dress,Clothing,"4,288",$46.00,Alabama,S,Purple,Spring,2.6,No,Store Pickup,No,No,20,Cash,Quarterly,2025-03-21
3409,48,Female,3409,Socks,Clothing,"4,289",$72.00,Montana,L,Purple,Summer,4.4,No,Standard,No,No,11,Bank Transfer,Annually,2025-07-17
3410,24,Female,3410,Shirt,Clothing,"4,291",$93.00,Minnesota,M,Teal,Summer,3.2,No,Next Day Air,No,No,3,Credit Card,Every 3 Months,2025-06-22
3411,50,Female,3411,Sandals,Footwear,"4,292",$76.00,Ohio,L,Teal,Summer,4.3,No,Free Shipping,No,No,38,Bank Transfer,Bi-Weekly,2025-06-01
3412,29,Female,3412,Shoes,Footwear,"4,293",$56.00,New York,L,Gray,Winter,4.9,No,2-Day Shipping,No,No,45,Cash,Weekly,2025-01-16
3413,61,Female,3413,Sandals,Footwear,"4,294",$83.00,Indiana,M,Magenta,Fall,3.8,No,Store Pickup,No,No,31,Venmo,Quarterly,2025-09-06
3414,34,Female,3414,Gloves,Accessories,"4,295",$90.00,Delaware,XL,Black,Winter,2.5,No,Express,No,No,16,PayPal,Bi-Weekly,2025-02-22
3415,27,Female,3415,Boots,Footwear,"4,297",$94.00,Connecticut,M,Maroon,Spring,4.9,No,Next Day Air,No,No,3,Bank Transfer,Quarterly,2025-04-06
3416,38,Female,3416,Blouse,Clothing,"4,298",$68.00,New York,M,Gold,Fall,3,No,2-Day Shipping,No,No,15,Bank Transfer,Annually,2025-11-12
3417,25,Female,3417,Sandals,Footwear,"4,299",$53.00,Alabama,M,Purple,Spring,3.2,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months,2025-04-19
3418,54,Female,3418,Coat,Outerwear,"4,300",$35.00,Massachusetts,M,Blue,Summer,2.9,No,2-Day Shipping,No,No,22,Debit Card,Fortnightly,2025-07-01
3419,53,Female,3419,Jacket,Outerwear,"4,301",$30.00,South Carolina,M,Beige,Summer,2.8,No,Free Shipping,No,No,35,Debit Card,Annually,2025-08-26
3420,23,Female,3420,Jewelry,Accessories,"4,303",$26.00,West Virginia,L,Indigo,Winter,3.1,No,Store Pickup,No,No,5,Venmo,Bi-Weekly,2025-01-19
3421,19,Female,3421,Hat,Accessories,"4,304",$60.00,Kentucky,M,Purple,Winter,3.4,No,Express,No,No,35,PayPal,Bi-Weekly,2025-12-19
3422,57,Female,3422,Shoes,Footwear,"4,305",$30.00,New Jersey,M,Maroon,Summer,2.9,No,Free Shipping,No,No,27,PayPal,Weekly,2025-06-09
3423,19,Female,3423,Coat,Outerwear,"4,306",$91.00,New York,L,Beige,Winter,3.2,No,Next Day Air,No,No,9,Venmo,Monthly,2025-12-04
3424,33,Female,3424,Boots,Footwear,"4,307",$71.00,Massachusetts,M,Brown,Spring,3.8,No,Next Day Air,No,No,21,PayPal,Bi-Weekly,2025-05-21
3425,33,Female,3425,Scarf,Accessories,"4,309",$64.00,Florida,L,Green,Summer,3.6,No,2-Day Shipping,No,No,23,Credit Card,Monthly,2025-08-24
3426,38,Female,3426,Hat,Accessories,"4,310",$54.00,Michigan,M,Blue,Summer,4.3,No,Next Day Air,No,No,3,Debit Card,Bi-Weekly,2025-07-09
3427,47,Female,3427,Socks,Clothing,"4,311",$35.00,Oregon,XL,Magenta,Fall,4.8,No,2-Day Shipping,No,No,31,Credit Card,Annually,2025-10-27
3428,39,Female,3428,T-shirt,Clothing,"4,312",$38.00,Michigan,XL,Turquoise,Winter,2.5,No,Store Pickup,No,No,44,Cash,Annually,2025-12-27
3429,32,Female,3429,Jewelry,Accessories,"4,313",$69.00,Washington,M,Gray,Fall,2.5,No,Next Day Air,No,No,20,Venmo,Monthly,2025-10-27
3430,27,Female,3430,Skirt,Clothing,"4,315",$96.00,Alaska,S,Purple,Winter,4.6,No,Express,No,No,34,Debit Card,Weekly,2025-02-01
3431,67,Female,3431,Socks,Clothing,"4,316",$73.00,Montana,M,Lavender,Winter,4.2,No,Next Day Air,No,No,17,Bank Transfer,Every 3 Months,2025-12-16
3432,46,Female,3432,Belt,Accessories,"4,317",$49.00,New Mexico,S,Green,Summer,4.2,No,Express,No,No,20,Venmo,Annually,2025-08-25
3433,36,Female,3433,Boots,Footwear,"4,318",$44.00,Connecticut,M,Gray,Summer,4.8,No,2-Day Shipping,No,No,46,PayPal,Every 3 Months,2025-08-11
3434,62,Female,3434,Socks,Clothing,"4,319",$93.00,Alaska,M,Yellow,Spring,4.5,No,Free Shipping,No,No,28,PayPal,Annually,2025-05-09
3435,31,Female,3435,Pants,Clothing,"4,321",$72.00,Ohio,S,Orange,Summer,3.3,No,2-Day Shipping,No,No,6,Venmo,Fortnightly,2025-08-13
3436,68,Female,3436,Socks,Clothing,"4,322",$91.00,Montana,M,Beige,Summer,2.7,No,2-Day Shipping,No,No,50,Debit Card,Bi-Weekly,2025-08-03
3437,57,Female,3437,Belt,Accessories,"4,323",$83.00,Nebraska,L,Peach,Winter,2.8,No,2-Day Shipping,No,No,41,Bank Transfer,Monthly,2025-12-08
3438,22,Female,3438,Jacket,Outerwear,"4,324",$62.00,Oklahoma,S,Green,Winter,3.5,No,2-Day Shipping,No,No,50,PayPal,Annually,2025-01-22
3439,26,Female,3439,Shirt,Clothing,"4,325",$71.00,Kentucky,M,Violet,Fall,3,No,Store Pickup,No,No,33,Credit Card,Monthly,2025-11-26
3440,43,Female,3440,Gloves,Accessories,"4,327",$93.00,Idaho,M,Gray,Summer,4.5,No,Express,No,No,25,Venmo,Quarterly,2025-06-11
3441,45,Female,3441,Handbag,Accessories,"4,328",$63.00,Maryland,L,Magenta,Fall,4.3,No,2-Day Shipping,No,No,2,PayPal,Weekly,2025-10-04
3442,64,Female,3442,Sweater,Clothing,"4,329",$96.00,Tennessee,XL,Charcoal,Fall,4.1,No,Standard,No,No,15,Credit Card,Annually,2025-09-08
3443,28,Female,3443,Skirt,Clothing,"4,330",$78.00,Michigan,M,Violet,Spring,4.3,No,Next Day Air,No,No,12,PayPal,Weekly,2025-05-05
3444,47,Female,3444,Dress,Clothing,"4,331",$24.00,Tennessee,L,Silver,Summer,5,No,Free Shipping,No,No,28,Cash,Bi-Weekly,2025-07-15
3445,53,Female,3445,Pants,Clothing,"4,333",$63.00,Rhode Island,S,Green,Summer,3.8,No,2-Day Shipping,No,No,12,Bank Transfer,Bi-Weekly,2025-06-17
3446,42,Female,3446,Hat,Accessories,"4,334",$58.00,Florida,M,Magenta,Fall,4.9,No,Standard,No,No,3,Debit Card,Annually,2025-10-09
3447,51,Female,3447,Boots,Footwear,"4,335",$55.00,Louisiana,S,Purple,Spring,5,No,2-Day Shipping,No,No,20,Cash,Weekly,2025-04-05
3448,62,Female,3448,Sandals,Footwear,"4,336",$58.00,Arkansas,M,Blue,Fall,4.3,No,Express,No,No,3,Bank Transfer,Bi-Weekly,2025-10-18
3449,18,Female,3449,Coat,Outerwear,"4,337",$28.00,Kentucky,S,Yellow,Winter,4.1,No,Express,No,No,32,Bank Transfer,Fortnightly,2025-12-05
3450,48,Female,3450,Blouse,Clothing,"4,339",$37.00,Kansas,M,Brown,Spring,4.5,No,Standard,No,No,35,Cash,Monthly,2025-05-02
3451,20,Female,3451,Shorts,Clothing,"4,340",$78.00,Vermont,M,Pink,Spring,3.6,No,Store Pickup,No,No,31,PayPal,Monthly,2025-03-26
3452,32,Female,3452,Blouse,Clothing,"4,341",$73.00,Nevada,XL,Silver,Fall,3,No,Free Shipping,No,No,13,Credit Card,Annually,2025-11-01
3453,26,Female,3453,Jacket,Outerwear,"4,342",$20.00,Oklahoma,M,Indigo,Spring,3.7,No,Next Day Air,No,No,3,Venmo,Fortnightly,2025-05-03
